name,description,initials,teachers
Fisiología del Ejercicio,Fisiología del Ejercicio,KIN201A,['Felipe Contreras;Rodrigo Fuentes;Santiago Riquelme;Maximiliano Espinosa']
Ciclo Vital,Ciclo Vital,KIN202A,['Marcela Miranda;Maria Calvo;Ricardo Campos;Maria Carvallo;Pamela Diaz;Marion Larenas;Fijar Por;Carolina Munoz;Karin Munoz;Stefania Nicolaides;Nicole Parentini;Carolina Astudillo;Jorge Miranda']
Fisiología del Ejercicio,Fisiología del Ejercicio,KIN205,['Rodrigo Fuentes;Santiago Riquelme;Maximiliano Espinosa']
Neurociencias del Movimiento Humano,Neurociencias del Movimiento Humano,KIN208,['Jorge Miranda;Pamela Diaz;Gonzalo Varas;Cristobal Moenne;Carolina Astudillo']
Patología Músculo Esquelética Cardiorespiratorio y Neurológica,Patología Músculo Esquelética Cardiorespiratorio y Neurológica,KIN301,['Carolina Astudillo;Eduardo Moya;Alexis Estevez']
Bases de la Evaluación Clínica,Bases de la Evaluación Clínica,KIN302,['Daniela Canessa;Ignacio Villagran;Maria Calvo;Veronica Campos;Maria Carvallo;María Cánepa;Pamela Diaz;Alejandra Espinoza;Cesar Espinoza;Alexis Estevez;Tiziana Fernández;Javiera Fuentes;Patricio Garcia;Dominique Guidi;Yorschua Jalil;Marion Larenas;Jorge Miranda;Marcela Miranda;Eduardo Moya;Karin Munoz;Stefania Nicolaides;Nicole Parentini;Claudia Roman;Cristobal San Martin;Catalina Sepulveda;Gustavo Torres;Carolina Astudillo;Germán Bannen']
Neuromecánica Aplicada al Movimiento Humano,Neuromecánica Aplicada al Movimiento Humano,KIN307,['Gonzalo Varas']
Prevención de Lesiones en la Actividad Física Escolar,Prevención de Lesiones en la Actividad Física Escolar,KIN308,['María Cánepa']
Kinesiterapia Cardiorespiratorio I,Kinesiterapia Cardiorespiratorio I,KIN401,['Tiziana Fernández;Felipe Contreras;Luis Damiani;Maximiliano Espinosa;Claudia Roman;Dominique Guidi;Yorschua Jalil;Gonzalo Moscoso;Eduardo Moya;Magdalena Chamorro;Patricio Garcia']
Kinesiterapia Neurológica I,Kinesiterapia Neurológica I,KIN402,['Ricardo Campos;Maria Calvo;Maria Carvallo;Pamela Diaz;Marion Larenas;Fijar Por;Marcela Miranda;Carolina Munoz;Karin Munoz;Stefania Nicolaides;Nicole Parentini;Carolina Astudillo;Jorge Miranda']
Kinesiterapia Motora I,Kinesiterapia Motora I,KIN403,['Veronica Campos;Daniela Canessa;María Cánepa;Cesar Espinoza;Ignacio Villagran;Javiera Fuentes;Michelle Goset;Cristobal San Martin;Catalina Sepulveda;Gustavo Torres;Germán Bannen;Alexis Estevez']
Evaluación de la Investigación Aplicada,Evaluación de la Investigación Aplicada,KIN410A,['Cristobal Moenne;Yorschua Jalil;Karol Ramirez;Gustavo Torres;Ignacio Villagran;Javiera Fuentes;Magdalena Chamorro;Felipe Contreras;Luis Damiani;Carlos De la Fuente;Maximiliano Espinosa;Patricio Garcia;Carolina Astudillo']
Internado Kinesiología Motora I,Internado Kinesiología Motora I,KIN501A,['Catalina Sepulveda']
Internado Cardiorespiratorio Adulto,Internado Cardiorespiratorio Adulto,KIN502A,['Claudia Roman']
Internado Kinesiología Motora II,Internado Kinesiología Motora II,KIN503A,['Alexis Estevez']
Internado Cardiorespiratorio Infantil,Internado Cardiorespiratorio Infantil,KIN504A,['Eduardo Moya']
Internado Neurología Adulto,Internado Neurología Adulto,KIN505A,['Pamela Diaz']
Internado Neurología Infantil,Internado Neurología Infantil,KIN506,['Nicole Parentini']
Internado Optativo,Internado Optativo,KIN507,['Cristobal San Martin']
Desarrollo de Habilidades Comunicativas para Abogados,Desarrollo de Habilidades Comunicativas para Abogados,LET0007,['Karen Urrejola']
Fundamentos Lingüísticos,Fundamentos Lingüísticos,LET001B,['Natalia Leiva']
Lengua y Cultura Quechua I,Lengua y Cultura Quechua I,LET001E,['Alipio Pacheco']
Oralidad y Desarrollo Semiótico Infantil,Oralidad y Desarrollo Semiótico Infantil,LET002B,['Carmen Maturana']
Morfosintaxis del Español,Morfosintaxis del Español,LET002F,['Patricia Aviles;Sandra Palma']
¡Derribemos las Barreras del Lenguaje!,¡Derribemos las Barreras del Lenguaje!,LET002G,['Ximena Olivar;Basthian Medina']
Elementos de Gramática Española,Elementos de Gramática Española,LET003B,['Silvana Arriagada']
Lengua y Cultura Vasca I,Lengua y Cultura Vasca I,LET003E,['Maider Del Olmo']
"Fonética, Fonología y Fonoaudiología","Fonética, Fonología y Fonoaudiología",LET003F,['Valeria Cofre;Sandra Palma']
Preguntas Fundamentales Acerca del Lenguaje Humano,Preguntas Fundamentales Acerca del Lenguaje Humano,LET003G,['Fredy Núñez']
Gramática para la Competencia Comunicativa,Gramática para la Competencia Comunicativa,LET004B,['Silvana Arriagada']
Lengua y Cultura Italiana I,Lengua y Cultura Italiana I,LET006E,['Fabio Rosa']
Introducción a los Estudios Literarios,Introducción a los Estudios Literarios,LET0101,['Jorge Manzi']
Letras Coloniales,Letras Coloniales,LET0103,['Sarissa Carneiro']
Espanol de America,Espanol de America,LET010E,['Maria Castillo']
Literatura Antigua y Medieval,Literatura Antigua y Medieval,LET0111,['Pablo Chiuminatto;María Manterola']
Literatura Española General,Literatura Española General,LET0113,['Rodrigo Gonzalez']
Fundamentos Lingüísticos para Fonoaudiología,Fundamentos Lingüísticos para Fonoaudiología,LET011F,['Karen Urrejola']
Grandes Preguntas Sobre el Lenguaje,Grandes Preguntas Sobre el Lenguaje,LET0121,['Maria Aravena']
Fonética y Fonología Españolas,Fonética y Fonología Españolas,LET0123,['Julio Silva']
Lingüística del Texto,Lingüística del Texto,LET0125,['Beatriz Quiroz']
Gramática Española I,Gramática Española I,LET0131,['Carlos Gonzalez']
Latin Avanzado I,Latin Avanzado I,LET020E,['Maria Branes']
English Language I,English Language I,LET0301,['Viviana David;Daniela Sanchez;Erika Guzmán;Francisco Orellana;Claudia Armijo;Edward Gonzalez']
English Language II,English Language II,LET0302,['Juan Caviedes;Camila Galdames;Gonzalo Chandia;Claudia Armijo']
English Language III,English Language III,LET0303,['Pablo Saavedra;Isadora Reynolds;Mauricio Arcaya;Valeska Miranda']
Survey of Literary Studies,Survey of Literary Studies,LET0311,['Francisco Diaz']
Literary Theory I,Literary Theory I,LET0313,['Tomas Vergara']
Comunicacion Oral y No Verbal,Comunicacion Oral y No Verbal,LET031E,['Clara Carmona']
Living Topics in Linguistics,Living Topics in Linguistics,LET0321,['Maria Arancibia']
Research and Writing in Academic Contexts,Research and Writing in Academic Contexts,LET0323,['Marion Durbahn']
Applied Grammar I,Applied Grammar I,LET0331,['Juan Caviedes']
Grammar and Text,Grammar and Text,LET0333,['Alexis Reyes']
Lengua y Cultura China,Lengua y Cultura China,LET052E,['Maria Balharry']
Introduccion a la Lengua y Cultura Catalana,Introduccion a la Lengua y Cultura Catalana,LET056E,['Moises Llopis  I']
Curso de Español Semestral Nivel Intermedio Avanzado,Curso de Español Semestral Nivel Intermedio Avanzado,LET061P,['Marcia Sierra']
Common Myths of Language Usage,Common Myths of Language Usage,LET062I,['Edward Gonzalez']
The English Novel,The English Novel,LET072I,['Francisco Diaz']
Curso de Español Semestral Nivel Avanzado,Curso de Español Semestral Nivel Avanzado,LET074P,['Daisy Bravo']
Gender and Queer Studies: a Performative Perspective,Gender and Queer Studies: a Performative Perspective,LET077I,['Camila Galdames']
"Bilingualism: Language, Identity and Ideology","Bilingualism: Language, Identity and Ideology",LET088I,['Juan Caviedes']
Iniciación a la Traducción de Textos Literarios,Iniciación a la Traducción de Textos Literarios,LET090E,['Pablo Saavedra']
Curso de Español Intensivo Nivel Avanzado,Curso de Español Intensivo Nivel Avanzado,LET091P,['Marcia Sierra']
Teoría Literaria II,Teoría Literaria II,LET1003,['Magda Sepulveda']
Narrativa Chilena e Hispanoamericana,Narrativa Chilena e Hispanoamericana,LET1005,['Felipe Toro;Sebastián Cottenie']
Teatro Chileno e Hispanoamericano,Teatro Chileno e Hispanoamericano,LET1007,['Cristian Opazo']
Introducción a la Industria Editorial,Introducción a la Industria Editorial,LET100E,['Marcelo Cardenas']
Literatura Universal I,Literatura Universal I,LET1011,['Marianne Leighton']
Literatura Española I,Literatura Española I,LET1013,['Francisco Burdiles']
Semántica Española,Semántica Española,LET1023,['Fredy Núñez']
Pragmática,Pragmática,LET1025,['Mariana Pascual']
Historia de la Lengua Española,Historia de la Lengua Española,LET1027,['Lucia Martinez']
Lengua Latina I,Lengua Latina I,LET1035,['Maria Branes']
Investigación en Letras,Investigación en Letras,LET1037,['Paula Miranda']
Lenguaje y Desinformación,Lenguaje y Desinformación,LET119E,['Maria Aravena']
Español Lengua Extranjera: Intermedio Avanzado - B2,Español Lengua Extranjera: Intermedio Avanzado - B2,LET123P,['Constanza Sarralde']
¿Qué Hacemos Cuando Escribimos?,¿Qué Hacemos Cuando Escribimos?,LET124E,['Karen Urrejola']
English Language III,English Language III,LET1313,['Isadora Reynolds;Leyla Lobos;Mauricio Arcaya;Edward Gonzalez']
English Language IV,English Language IV,LET1314,['Isadora Reynolds;Pablo Saavedra;Alexis Reyes']
World Literatures,World Literatures,LET1315,['Allison Ramay']
English Phonetics and Phonology I,English Phonetics and Phonology I,LET1325,['Mauricio Arcaya']
Applied Grammar I,Applied Grammar I,LET1331,['Valeska Miranda']
Synchronic Grammar,Synchronic Grammar,LET1333,['Juan Oyarzo']
Discourse and Pragmatics,Discourse and Pragmatics,LET1335,['Consuelo Gajardo']
Introduction to Literary Studies,Introduction to Literary Studies,LET1341,['Andrea Casals']
Shakespeare,Shakespeare,LET1345,['Javiera Lorenzini']
Short Story,Short Story,LET1347,['Maria Navia']
Español Lengua Extranjera y Cultura: Avanzado - C1,Español Lengua Extranjera y Cultura: Avanzado - C1,LET134P,['Constanza Sarralde']
Narrative II,Narrative II,LET1357,['Francisco Diaz']
Research in Literature/Linguistics,Research in Literature/Linguistics,LET1367,['Michael Wilson']
B2 Intensivo. Español Lengua Extranjera: Intermedio Avanzado,B2 Intensivo. Español Lengua Extranjera: Intermedio Avanzado,LET158P,['Constanza Sarralde']
"Programa de Habilidades Comunicativas Escritas para Ciencias Sociales, Artes y Humanidades","Programa de Habilidades Comunicativas Escritas para Ciencias Sociales, Artes y Humanidades",LET161E,['Patricia Lobato']
Programa de Habilidades Comunicativas Escritas para Ciencias Naturales y Matemáticas,Programa de Habilidades Comunicativas Escritas para Ciencias Naturales y Matemáticas,LET162E,['Patricia Lobato']
Programa de Habilidades Comunicativas Escritas para Ciencias de la Salud,Programa de Habilidades Comunicativas Escritas para Ciencias de la Salud,LET163E,['Karen Urrejola']
"Introducción a la Lectura y la Escritura en Artes, Humanidades y Ciencias Sociales","Introducción a la Lectura y la Escritura en Artes, Humanidades y Ciencias Sociales",LET182E,['Maria Duran;Beatriz Santelices']
"Introducción a la Lectura y la Escritura en Ciencias Naturales, Matemáticas y de la Salud","Introducción a la Lectura y la Escritura en Ciencias Naturales, Matemáticas y de la Salud",LET183E,['Ximena Olivar']
El Misterioso Caso del Curso de Ficción Policial,El Misterioso Caso del Curso de Ficción Policial,LET202G,['Marcelo Gonzalez']
Westerns: An Intercultural Introduction,Westerns: An Intercultural Introduction,LET203G,['Richard Parker']
Novela Picaresca Espanola,Novela Picaresca Espanola,LET204E,['Maria Campano']
Contemporary Crime Fiction,Contemporary Crime Fiction,LET209I,['Marcelo Gonzalez']
Afro- Caribean Literature and Music,Afro- Caribean Literature and Music,LET210I,['Thomas Rothe']
Analisis de Textos Narrativos,Analisis de Textos Narrativos,LET224E,['Carlos Ayram']
Examen de Inglés Nivel C1 o Equivalente,Examen de Inglés Nivel C1 o Equivalente,LET2300,['Leyla Lobos']
Applied Phonetics I,Applied Phonetics I,LET2311,['Rubén Gaete']
Applied Linguistics and Education,Applied Linguistics and Education,LET2313,['Jing Hao']
Second Language Acquisition,Second Language Acquisition,LET2315,['Juan Oyarzo']
Panorama de la Novela Chilena,Panorama de la Novela Chilena,LET247E,['Macarena Areco']
Literatura Comparada: Hispanoamericana y Coreana,Literatura Comparada: Hispanoamericana y Coreana,LET252E,['Danilo Santos']
La Poesía de Pablo Neruda,La Poesía de Pablo Neruda,LET273E,['Roberto Onell']
Introducción a la Escritura Creativa,Introducción a la Escritura Creativa,LET296E,['Francisco Diaz']
Taller Escritor en Residencia,Taller Escritor en Residencia,LET300E,['Oscar Barrientos;Marcelo Simonetti']
"Literatura y Cine en la Era Digital: Experimentaciones, Expansiones, Resistencias","Literatura y Cine en la Era Digital: Experimentaciones, Expansiones, Resistencias",LET301E,['Wolfgang Bongers']
Metodología de la Investigación en Linguística Aplicada,Metodología de la Investigación en Linguística Aplicada,LET3100,['Luciana Pissolato']
Morfosintaxis General,Morfosintaxis General,LET3101,['Carlos Gonzalez']
Métodos y Técnicas de Investigación,Métodos y Técnicas de Investigación,LET3106,['Camilo Quezada']
Estudios del Discurso,Estudios del Discurso,LET3111,['Maria Oteiza']
Teoría para la Escritura,Teoría para la Escritura,LET313E,['Patricio Jara']
Estudios Dirigidos,Estudios Dirigidos,LET3190,['Danilo Santos']
"Divina Comedia, Dante","Divina Comedia, Dante",LET319E,['Pablo Chiuminatto']
Tesis,Tesis,LET3200,['Beatriz Quiroz']
Teoría y Práctica del Ensayo,Teoría y Práctica del Ensayo,LET320E,['Marcela Labrana']
Imaginación Poética y Sentidos de Lugar,Imaginación Poética y Sentidos de Lugar,LET321E,['Paula Miranda;Abraham Paulsen']
Fundamentos Teóricos de la Traducción,Fundamentos Teóricos de la Traducción,LET3501,['Leticia Vieira de Souza']
Gestión Terminológica Aplicada a la Traducción,Gestión Terminológica Aplicada a la Traducción,LET3502,['Carles Tebe']
Tic Avanzadas para la Traducción,Tic Avanzadas para la Traducción,LET3511,['Marcia Barrera']
Conceptos y Práctica de Gilt,Conceptos y Práctica de Gilt,LET3513,['Marcia Barrera']
Traducción y Textos Literarios,Traducción y Textos Literarios,LET3538,['Leticia Vieira de Souza']
Traducción de Textos de Ciencias Médicas,Traducción de Textos de Ciencias Médicas,LET3544,['Carles Tebe']
Adquisición y Desarrollo de Lenguas,Adquisición y Desarrollo de Lenguas,LET3705,['Maria Arancibia']
Métodos de Investigación en Ile,Métodos de Investigación en Ile,LET3720,['Isadora Reynolds']
Aplicaciones de la Lingüística a Ile,Aplicaciones de la Lingüística a Ile,LET3722,['Leyla Lobos']
Bilingüismo: Problemas en el Aula,Bilingüismo: Problemas en el Aula,LET3723,['Juan Caviedes']
Trabajo Final de Graduación I,Trabajo Final de Graduación I,LET3724,['Mariana Pascual']
Text Analysis for Teachers,Text Analysis for Teachers,LET3729,['Jing Hao']
Estudios Dirigidos,Estudios Dirigidos,LET4110,['Sarissa Carneiro']
Proyecto de Tesis Doctoral,Proyecto de Tesis Doctoral,LET4114,['Sarissa Carneiro']
Crítica Literaria,Crítica Literaria,LET4141,['Wolfgang Bongers']
Literatura Hispanoamericana (Narrativa),Literatura Hispanoamericana (Narrativa),LET4144,['Sebastian Schoennenbeck']
Literatura Hispanoamericana (Teatro y Géneros Afines),Literatura Hispanoamericana (Teatro y Géneros Afines),LET4146,['Cristian Opazo']
Estudios Gramaticales,Estudios Gramaticales,LET4401,['Carlos Gonzalez']
Estudios del Discurso Oral y Escrito,Estudios del Discurso Oral y Escrito,LET4412,['Maria Oteiza']
Investigación en Ciencias del Lenguaje I,Investigación en Ciencias del Lenguaje I,LET4421,['Camilo Quezada']
Estudios Dirigidos I,Estudios Dirigidos I,LET4431,['Carlos Gonzalez']
Estudios Dirigidos III,Estudios Dirigidos III,LET4433,['Carlos Gonzalez']
Autoría Artículo Científico,Autoría Artículo Científico,LET4482,['Carlos Gonzalez']
Pasantía,Pasantía,LET4483,['Carlos Gonzalez']
Examen de Candidatura Escrito,Examen de Candidatura Escrito,LET4485,['Sarissa Carneiro']
Tesis Doctoral I,Tesis Doctoral I,LET4486,['Sarissa Carneiro']
Tesis Doctoral III,Tesis Doctoral III,LET4488,['Paula Miranda']
Tesis Doctoral I,Tesis Doctoral I,LET4491,['Maria Branes']
Tesis Doctoral III,Tesis Doctoral III,LET4493,['Maria Arancibia']
Lingüística de Corpus Aplicada a la Investigación en Humanidades,Lingüística de Corpus Aplicada a la Investigación en Humanidades,LET4498,['Luciana Pissolato']
Literatura Transatlántica,Literatura Transatlántica,LET4500,['Rocio Rodriguez']
Defensa de Proyecto de Tesis Doctoral,Defensa de Proyecto de Tesis Doctoral,LET4502,['Sarissa Carneiro']
Actividad Anual de Seguimiento I,Actividad Anual de Seguimiento I,LET4503,['Sarissa Carneiro']
Actividad Anual de Seguimiento II,Actividad Anual de Seguimiento II,LET4504,['Sarissa Carneiro']
Autoría Artículo Científico o Patente,Autoría Artículo Científico o Patente,LET4505,['Sarissa Carneiro']
Pasantìa,Pasantìa,LET4506,['Sarissa Carneiro']
Seminario Optativo en Literaturas Hispanoamericanas,Seminario Optativo en Literaturas Hispanoamericanas,LET4507,['Rodrigo Canovas']
Seminario Optativo en Literaturas Comparadas,Seminario Optativo en Literaturas Comparadas,LET4508,['Mirian Pino']
Anestesia Cardiovascular Ia,Anestesia Cardiovascular Ia,MAC1000,['Juan Silva']
Anestesia Cardiovascular Iia,Anestesia Cardiovascular Iia,MAC1020,['Juan Silva']
Arritmologia y Electrofision Cardiaca Ia,Arritmologia y Electrofision Cardiaca Ia,MAE1000,['Ismael Vergara']
Anatomía y Fisiología para Física Médica,Anatomía y Fisiología para Física Médica,MAF3000,['Oscar Inzunza']
Anestesiología Pediátrica Ia,Anestesiología Pediátrica Ia,MAI3000,['Mario Concha']
Anestesiología Pediátrica Iia,Anestesiología Pediátrica Iia,MAI3020,['Mario Concha']
Estrategias de Negocio en la Era Digital,Estrategias de Negocio en la Era Digital,MAN3010,['(Sin Profesores)']
Toma de Decisiones Basadas en Datos,Toma de Decisiones Basadas en Datos,MAN3030,['(Sin Profesores)']
Machine Learning,Machine Learning,MAN3070,['(Sin Profesores)']
